AGE,GENDER,CIVIL STATUS,NO DEPENDANTS,MOP,PORTFOLIO AT RISK,CYCLES,CURT/PDNP,BRANCH,YEARS BUS,HOME,YEARS HOME,CF TO LOAN,COLL TO LOAN,INDUSTRY,BUSINESS
41,FEMALE,MARRIED,3,WALK-IN,"20,364.64",3,PDNP,SMB,10.0,RENTED,10.0,2.22,0.907,SERVICES,CANTEEN
34,FEMALE,MARRIED,4,WALK-IN,,1,CURT,PASIG,8.0,OWNED,4.0,2.93,2.137,MANUFACTURING,GARMENTS/RTW
36,FEMALE,MARRIED,2,PDC,,1,CURT,PASIG,7.0,RENTED,1.0,1.69,3.245,SERVICES,SCHOOL SUPPLIES
22,FEMALE,MARRIED,1,WALK-IN,"15,624.84",3,PDNP,PASIG,3.0,RENTED,15.0,1.68,1.4580000000000002,RETAIL,GENERAL MERCHANDISE
37,FEMALE,SINGLE,0,WALK-IN,"20,364.64",1,PDNP,PASIG,3.0,RENTED,3.0,1.27,2.9330000000000003,RETAIL,SARI SARI STORE
35,FEMALE,MARRIED,2,PDC,,2,CURT,PASIG,9.0,RENTED,12.0,1.12,6.925,RETAIL,PHARMACY
32,FEMALE,MARRIED,5,WALK-IN,,2,CURT,PASIG,4.0,OWNED,12.0,0.9,1.057,RETAIL,Gen. Merchandise
32,MALE,SINGLE,3,WALK-IN,,12,CURT,PASIG,12.0,SHARED/BORROWED,24.0,1.47,0.6,RETAIL,BREADS AND CANDIES
61,FEMALE,WIDOW,3,WALK-IN,,2,CURT,PASIG,7.0,OWNED,40.0,0.87,0.828,RETAIL,MINI GROCERY
44,FEMALE,MARRIED,2,WALK-IN,,2,CURT,PASIG,6.0,OWNED,20.0,0.69,0.47700000000000004,SERVICES,CANTEEN
38,FEMALE,SINGLE,2,WALK-IN,"22,806.73",1,PDNP,PASIG,5.0,RENTED,5.0,8.8,2.406,MANUFACTURING,T-SHIRT PRINTING
61,FEMALE,MARRIED,4,WALK-IN,,12,CURT,PASIG,12.0,OWNED,31.0,2.86,0.72,SERVICES,PHOTOGRAPGHY
31,MALE,MARRIED,4,WALK-IN,,2,CURT,PASIG,7.0,RENTED,7.0,1.06,1.348,RETAIL,SARI SARI STORE
39,MALE,MARRIED,5,WALK-IN,,2,CURT,PASIG,15.0,OWNED,10.0,1.24,1.504,RETAIL,HARDWARE
46,FEMALE,SINGLE,5,WALK-IN,,1,CURT,PASIG,8.0,RENTED,5.0,1.13,3.4330000000000003,SERVICES,JUNKSHOP
48,FEMALE,MARRIED,4,WALK-IN,,18,CURT,PASIG,7.0,RENTED,18.0,1.9,0.231,SERVICES,CARINDERIA
48,MALE,MARRIED,3,PDC,,12,CURT,PASIG,10.0,OWNED,7.0,1.34,1.4,WHOLESALE/RETAIL,GENERAL MERCHANDISE
50,FEMALE,MARRIED,1,WALK-IN,,8,CURT,PASIG,18.0,RENTED,29.0,1.33,1.151,RETAIL,SARI SARI STORE
37,MALE,MARRIED,2,WALK-IN,,1,CURT,PASIG,4.0,OWNED,6.0,2.37,3.75,SERVICES,WATER REFILLING STATION
62,FEMALE,MARRIED,1,PDC,,9,CURT,PASIG,15.0,RENTED,6.0,1.05,0.7090000000000001,RETAIL,RICE DEALER
49,FEMALE,WIDOW,2,WALK-IN,"44,232.36",1,PDNP,PASIG,9.0,RENTED,7.0,1.79,3.9560000000000004,RETAIL,BAGS AND DIAPER RETAIL
42,FEMALE,MARRIED,2,PDC,,2,CURT,PASIG,9.0,OWNED,16.0,0.89,1.205,MANUFACTURING,HOME FURNISHING
45,MALE,MARRIED,3,WALK-IN,,8,CURT,PASIG,13.0,RENTED,6.0,3.02,0.851,RETAIL/TRADE/SERVICES,CELLPHONE ACCESSORIES & ELECTRONICS
53,FEMALE,MARRIED,3,WALK-IN,"12,562.20",1,PDNP,PASIG,16.0,OWNED,26.0,1.6,0.836,RETAIL/SERVICES,PROCESS FOODS/LAUNDRY
38,FEMALE,SEPARATED,0,PDC,,24,CURT,PASIG,14.0,SHARED/BORROWED,36.0,1.49,0.248,RETAIL,RTW
52,FEMALE,MARRIED,2,PDC,,10,CURT,PASIG,7.0,OWNED,49.0,1.43,1.047,RETAIL,BAGS/RTW
44,FEMALE,MARRIED,2,WALK-IN,,3,CURT,PASIG,8.0,RENTED,8.0,3.07,1.087,PROCESSING/RETAIL,BAKERY/SARI SARI STORE
56,MALE,MARRIED,2,WALK-IN,,2,CURT,PASIG,4.0,OWNED,30.0,1.04,0.556,SERVICES,CANTEEN
33,FEMALE,SINGLE,2,WALK-IN,"1,532.46",2,PDNP,PASIG,10.0,SHARED/BORROWED,31.0,1.1,1.217,RETAIL,SARI SARI STORE
49,FEMALE,SINGLE,0,WALK-IN,,10,CURT,PASIG,2.0,RENTED,2.0,1.52,0.581,RETAIL,MEAT SHOP
42,FEMALE,MARRIED,3,WALK-IN,"27,052.42",4,PDNP,PASIG,15.0,SHARED/BORROWED,22.0,1.48,6.504,RETAIL,GLASSWARE
56,FEMALE,MARRIED,5,WALK-IN,,2,CURT,PASIG,12.0,RENTED,7.0,1.54,2.06,RETAIL,General Merchandise
43,MALE,MARRIED,2,WALK-IN,,1,CURT,CAVITE,5.0,RENTED,7.0,1.82,1.989,WHOLESALE/RETAIL,FISH DEALER
42,FEMALE,SINGLE,2,WALK-IN,"5,853.55",1,PDNP,CAVITE,12.0,OWNED,38.0,1.47,1.004,RETAIL,VEGETABLE RETAIL
39,FEMALE,SINGLE,4,PDC,,3,CURT,CAVITE,10.0,OWNED,5.0,1.4,1.564,RETAIL,VEGETABLE RETAIL
45,FEMALE,SINGLE,0,PDC,,2,CURT,CAVITE,5.0,RENTED,5.0,1.77,1.0659999999999998,RETAIL,FISH DEALER
40,FEMALE,SINGLE,3,PDC,"34,549.93",1,PDNP,CAVITE,9.0,SHARED/BORROWED,10.0,3.42,3.062,RETAIL,MEAT DEALER
23,MALE,SINGLE,0,PDC,,2,CURT,CAVITE,20.0,OWNED,22.0,5.5,1.5319999999999998,SERVICES,CANTEEN
35,FEMALE,SINGLE,0,PDC,,2,CURT,CAVITE,5.0,RENTED,8.0,1.62,0.608,WHOLESALE/RETAIL,RTW
46,MALE,MARRIED,3,WALK-IN,,2,CURT,CAVITE,9.0,OWNED,16.0,1.71,0.997,RETAIL,FISH VENDOR
51,FEMALE,MARRIED,3,WALK-IN,,1,CURT,CAVITE,3.0,OWNED,3.0,1.65,16.598,RETAIL,SARI SARI STORE
56,FEMALE,MARRIED,1,WALK-IN,"20,170.32",2,PDNP,CAVITE,10.0,SHARED/BORROWED,15.0,2.08,2.325,MANUFACTURING,Carinderia
32,FEMALE,MARRIED,3,PDC,,1,CURT,CAVITE,3.0,OWNED,3.0,1.27,3.4160000000000004,SERVICES,TAPSIHAN
33,FEMALE,MARRIED,2,PDC,,2,CURT,CAVITE,5.0,MORTGAGED,9.0,2.37,2.323,RETAIL/SERVICES,MEAT SHOP/MASSAGE PARLOR
29,FEMALE,MARRIED,1,PDC,,2,CURT,CAVITE,9.0,MORTGAGED,9.0,1.21,5.397,WHOLESALE/RETAIL,RTW
56,FEMALE,MARRIED,1,PDC,,1,CURT,CAVITE,13.0,OWNED,4.0,1.2,2.9139999999999997,RETAIL,PHARMACY AND GEN. MERCHANDISE
60,MALE,MARRIED,1,PDC,"85,847.11",5,PDNP,PASIG,18.0,RENTED,18.0,1.33,0.32299999999999995,SERVICES,STEEL FABRICATION
61,MALE,MARRIED,2,WALK-IN,"20,892.63",1,PDNP,PASIG,20.0,OWNED,20.0,1.11,0.655,RETAIL,SARI SARI STORE
42,FEMALE,MARRIED,3,PDC,"40,154.74",2,PDNP,CAVITE,12.0,OWNED,41.0,3.97,1.207,WHOLESALE/RETAIL,Vegetables
40,FEMALE,MARRIED,5,PDC,"30,248.61",1,PDNP,CAVITE,9.0,OWNED,39.0,3.44,0.512,WHOLESALE/RETAIL,FRUITS AND VEGETABLES
31,FEMALE,MARRIED,2,WALK-IN,,1,CURT,CAVITE,1.5,SHARED/BORROWED,25.0,1.18,2.15,Retail,Sari-sari Store and Vegetables
36,FEMALE,MARRIED,2,WALK-IN,,2,CURT,CAVITE,3.0,SHARED/BORROWED,13.0,1.6,0.86,SERVICES,CARINDERIA
39,FEMALE,SINGLE,0,WALK-IN,,3,CURT,CAVITE,7.0,OWNED,10.0,0.71,0.644,WHOLESALE/RETAIL,Bigasan at Itlogan
34,FEMALE,SEPARATED,1,PDC,,2,CURT,CAVITE,9.0,OWNED,11.0,1.36,2.967,RETAIL,RTW/SARI-SARI STORE
43,FEMALE,SINGLE,3,WALK-IN,,2,CURT,CAVITE,10.0,OWNED,14.0,1.64,2.456,RETAIL,SARI SARI STORE
48,FEMALE,SEPARATED,1,WALK-IN,,1,CURT,CAVITE,5.0,OWNED,4.0,1.61,0.845,RETAIL/WHOLESALE,SARI SARI STORE
56,FEMALE,MARRIED,1,WALK-IN,,1,CURT,CAVITE,11.0,OWNED,26.0,1.25,2.247,RETAIL,SARI SARI STORE
40,FEMALE,MARRIED,0,WALK-IN,,2,CURT,CAVITE,2.0,MORTGAGED,5.0,2.92,1.5530000000000002,WHOLESALE/RETAIL,BIGASAN AT MEAT SHOP
44,FEMALE,MARRIED,3,PDC,,2,CURT,CAVITE,9.0,OWNED,3.0,1.98,2.8310000000000004,WHOLESALE/RETAIL,VEGETABLES
41,FEMALE,SINGLE,0,PDC,,1,CURT,CAVITE,3.0,MORTGAGED,11.0,1.74,2.0780000000000003,SERVICES,DIRECT SELLING
50,FEMALE,MARRIED,3,WALK-IN,,1,CURT,CAVITE,6.0,OWNED,6.0,1.15,1.4040000000000001,RETAIL,SARI SARI STORE
58,FEMALE,WIDOW,0,WALK-IN,,1,CURT,CAVITE,3.0,RENTED,3.0,1.33,4.75,RETAIL,FURNITURE SHOP
53,FEMALE,SINGLE,1,WALK-IN,,2,CURT,CAVITE,14.0,OWNED,9.0,1.81,2.472,RETAIL/WHOLESALE,SARI SARI STORE
53,FEMALE,MARRIED,1,PDC,,2,CURT,CAVITE,7.0,RENTED,7.0,3.36,2.7889999999999997,WHOLESALE/RETAIL,RTW
54,FEMALE,MARRIED,0,PDC,,2,CURT,CAVITE,12.0,RENTED,12.0,2.17,2.0,WHOLESALE/RETAIL,Sari-sari and Vegetables
36,MALE,MARRIED,4,PDC,,2,CURT,CAVITE,5.0,OWNED,36.0,2.07,2.057,SERVICES,EATERY
41,MALE,MARRIED,3,WALK-IN,,1,CURT,CAVITE,10.0,SHARED/BORROWED,12.0,1.46,1.0,RETAIL,SARI SARI STORE
57,FEMALE,MARRIED,2,PDC,,1,CURT,CAVITE,2.0,OWNED,3.0,1.0,2.292,RETAIL,SARI SARI STORE
55,FEMALE,MARRIED,4,WALK-IN,,1,CURT,CAVITE,5.0,OWNED,17.0,1.65,1.6219999999999999,SERVICES,CANTEEN
53,MALE,SEPARATED,6,WALK-IN,,2,CURT,CAVITE,13.0,RENTED,11.0,3.78,1.389,WHOLESALE/RETAIL,VEGETABLE DEALER
48,FEMALE,MARRIED,1,WALK-IN,,3,CURT,CAVITE,5.0,OWNED,9.0,1.33,1.597,RETAIL/SERVICES,SARI SARI STORE AND CARINDERIA
43,FEMALE,SINGLE,0,WALK-IN,,2,CURT,CAVITE,11.0,OWNED,43.0,1.35,1.4680000000000002,WHOLESALE/RETAIL,SARI SARI STORE
40,MALE,MARRIED,3,WALK-IN,,1,CURT,CAVITE,3.0,RENTED,16.0,1.86,2.011,RETAIL,SARI SARI STORE
40,MALE,SINGLE,3,WALK-IN,,1,CURT,CAVITE,3.0,RENTED,3.0,1.73,1.673,RETAIL,VEGETABLE RETAIL
25,FEMALE,SINGLE,0,WALK-IN,,2,CURT,CAVITE,3.0,RENTED,3.0,2.63,1.04,WHOLESALE/RETAIL,VEGETABLES
35,FEMALE,MARRIED,3,PDC,,1,CURT,CAVITE,7.0,OWNED,4.0,1.69,3.616,WHOLESALE/RETAIL,GEN. MERCHANDISE/GROCERIES
46,FEMALE,MARRIED,3,PDC,,2,CURT,CAVITE,15.0,OWNED,23.0,0.63,0.5920000000000001,WHOLESALE/RETAIL,Mini Store
36,FEMALE,MARRIED,2,PDC,,2,CURT,CAVITE,12.0,OWNED,12.0,0.88,0.769,RETAIL,RTW
36,FEMALE,SEPARATED,1,WALK-IN,,3,CURT,CAVITE,20.0,RENTED,10.0,4.73,1.2,WHOLESALE/RETAIL,VEGETABLES
41,FEMALE,MARRIED,4,PDC,,1,CURT,QUEZON CITY,18.0,OWNED,12.0,1.26,1.493,CONTRACTOR,HARDWARE
39,MALE,MARRIED,4,PDC,,2,CURT,QUEZON CITY,8.0,OWNED,20.0,0.85,0.9279999999999999,RETAIL,POULTRY SUPPLIES
33,MALE,MARRIED,1,WALK-IN,,1,CURT,QUEZON CITY,15.0,SHARED/BORROWED,15.0,1.99,1.287,RETAIL,RICE DEALER
37,FEMALE,MARRIED,1,PDC,,1,CURT,QUEZON CITY,8.0,OWNED,30.0,1.43,1.024,RETAIL,HOME MADE SWEETS CANDY & SNACKS
40,FEMALE,SINGLE,1,PDC,,1,CURT,QUEZON CITY,2.0,MORTGAGED,10.0,1.54,0.667,RETAIL,RICE DEALER
53,FEMALE,MARRIED,4,PDC,,1,CURT,QUEZON CITY,11.0,OWNED,5.0,1.35,5.0,RETAIL,GENERAL MERCHANDISE
38,FEMALE,MARRIED,2,PDC,,1,CURT,QUEZON CITY,8.0,OWNED,15.0,1.55,1.5,RETAIL,BREAD AND BISCUIT
46,FEMALE,MARRIED,3,PDC,,1,CURT,QUEZON CITY,10.0,RENTED,27.0,2.6,0.515,SERVICES,EATERY
30,FEMALE,SINGLE,4,PDC,,1,CURT,QUEZON CITY,8.0,OWNED,8.0,1.72,2.0,RETAIL,FURNITURE SHOP
45,FEMALE,MARRIED,4,PDC,,2,CURT,QUEZON CITY,17.0,OWNED,20.0,1.7,6.367000000000001,RETAIL,MEAT/CHICKEN/FISH
23,MALE,SINGLE,5,PDC,,1,CURT,QUEZON CITY,13.0,OWNED,10.0,0.83,1.744,MANUFACTURING,ENVELOPE MANUFACTURING
46,FEMALE,MARRIED,2,PDC,,1,CURT,QUEZON CITY,14.0,MORTGAGED,15.0,4.89,1.63,RETAIL,CHARCOAL RETAILER
37,MALE,MARRIED,2,PDC,,1,CURT,QUEZON CITY,10.0,OWNED,6.0,1.67,1.193,RETAIL,BABY DRESS AND APPAREL
47,FEMALE,SEPARATED,2,WALK-IN,,2,CURT,QUEZON CITY,4.0,SHARED/BORROWED,27.0,1.26,1.415,RETAIL,DIAPER & DRY GOODS
26,FEMALE,SINGLE,0,PDC,,1,CURT,QUEZON CITY,27.0,OWNED,27.0,1.06,2.379,RETAIL,CURTAIN & PILLOWS
46,FEMALE,WIDOW,4,PDC,,1,CURT,QUEZON CITY,19.0,SHARED/BORROWED,25.0,1.07,1.9,RETAIL,BEDSHEET & PILLOW
34,FEMALE,MARRIED,3,PDC,,1,CURT,QUEZON CITY,3.0,RENTED,3.0,1.4,0.6459999999999999,RETAIL,FISH RETAILER
33,FEMALE,MARRIED,2,PDC,,1,CURT,QUEZON CITY,4.0,OWNED,14.0,1.22,0.92,SERVICES,DIAGNOSTIC & MED.SERVICES
40,FEMALE,MARRIED,1,PDC,,12,CURT,QUEZON CITY,17.0,OWNED,17.0,1.65,1.25,RETAIL,GENERAL MERCHANDISE
30,FEMALE,SINGLE,1,WALK-IN,"45,613.48",3,PDNP,SMB,8.0,RENTED,8.0,1.08,0.833,RETAIL,GENERAL MERCHANDISE
39,FEMALE,MARRIED,2,WALK-IN,"64,512.53",3,PDNP,SMB,9.0,OWNED,9.0,1.18,0.9329999999999999,RETAIL,FISH DEALER
44,FEMALE,SINGLE,2,WALK-IN,"12,769.20",3,PDNP,SMB,3.0,MORTGAGED,3.0,1.17,1.077,RETAIL,SARI SARI STORE
45,FEMALE,MARRIED,4,WALK-IN,"6,103.15",2,PDNP,SMB,7.0,MORTGAGED,7.0,1.07,1.9680000000000002,RETAIL,SARI SARI STORE
46,FEMALE,MARRIED,3,WALK-IN,"16,770.04",1,PDNP,SMB,4.0,OWNED,14.0,1.2,1.064,RETAIL,SARI SARI STORE
34,FEMALE,MARRIED,3,WALK-IN,"40,176.76",1,PDNP,SMB,4.0,OWNED,5.0,1.05,0.5,RETAIL,SARI SARI STORE
53,FEMALE,MARRIED,1,WALK-IN,"51,375.86",1,PDNP,SMB,20.0,SHARED/BORROWED,49.0,1.1,1.148,RETAIL,FROZEN GOODS
35,FEMALE,MARRIED,2,WALK-IN,"17,826.35",2,PDNP,SMB,13.0,OWNED,30.0,2.13,1.8419999999999999,SERVICES,CARINDERIA
39,FEMALE,MARRIED,3,WALK-IN,"27,845.88",3,PDNP,SMB,20.0,OWNED,37.0,1.75,1.025,RETAIL,SARI SARI STORE
35,FEMALE,MARRIED,2,WALK-IN,"57,041.88",2,PDNP,SMB,13.0,OWNED,30.0,1.09,3.75,SERVICES,EATERY
38,MALE,MARRIED,2,WALK-IN,"47,113.52",1,PDNP,SMB,10.0,OWNED,13.0,1.25,2.125,SERVICES,SASH FACTORY
53,FEMALE,MARRIED,2,WALK-IN,"94,310.24",2,PDNP,SMB,30.0,OWNED,50.0,1.24,1.141,RETAIL,MINI GROCERY
32,MALE,SINGLE,1,WALK-IN,"45,781.29",2,PDNP,SMB,5.0,OWNED,29.0,1.14,0.465,RETAIL,PLASTIC WARE
45,FEMALE,MARRIED,1,WALK-IN,"43,254.98",2,PDNP,SMB,16.0,OWNED,40.0,2.04,0.8140000000000001,SERVICES,EATERY
29,MALE,SINGLE,3,WALK-IN,"69,060.53",1,PDNP,SMB,8.0,OWNED,24.0,1.49,1.3330000000000002,SERVICES,EATERY
29,MALE,SINGLE,3,WALK-IN,"25,638.28",1,PDNP,SMB,8.0,OWNED,24.0,1.36,0.8,SERVICES,EATERY
44,FEMALE,MARRIED,2,PDC,"106,226.74",3,PDNP,SMB,5.0,OWNED,5.0,1.35,0.188,RETAIL,NFA RICE DEALER
48,FEMALE,SINGLE,0,WALK-IN,"12,015.12",2,PDNP,SMB,2.0,OWNED,3.0,1.87,2.33,RETAIL,GENERAL MERCHANDISE
51,FEMALE,MARRIED,2,WALK-IN,"4,527.29",1,PDNP,SMB,8.0,OWNED,8.0,1.49,0.9670000000000001,RETAIL,SARI SARI STORE
41,MALE,SINGLE,0,WALK-IN,"35,800.11",3,PDNP,SMB,8.0,RENTED,8.0,2.5,0.915,RETAIL,KAKANIN STORE
46,FEMALE,SEPARATED,1,WALK-IN,"23,242.49",2,PDNP,SMB,8.0,OWNED,8.0,2.4,2.225,RETAIL,TILES RETAIL
61,MALE,SEPARATED,1,WALK-IN,"2,157.33",1,PDNP,SMB,30.0,OWNED,8.0,1.39,0.973,RETAIL,RTW
39,MALE,MARRIED,0,PDC,,4,CURT,QUEZON CITY,10.0,OWNED,10.0,1.27,0.502,RETAIL,POULTRY SUPPLIES
42,FEMALE,MARRIED,3,PDC,,2,CURT,QUEZON CITY,4.0,OWNED,22.0,1.25,1.047,WHOLESALE/RETAIL,Dry goods
46,MALE,SINGLE,1,WALK-IN,,3,CURT,QUEZON CITY,10.0,OWNED,40.0,0.8,0.654,RETAIL,ACCESSORIES
47,FEMALE,MARRIED,3,PDC,,2,CURT,QUEZON CITY,30.0,OWNED,28.0,2.87,1.2770000000000001,WHOLESALE/RETAIL,FISH/SEA FOODS
56,FEMALE,MARRIED,4,WALK-IN,,1,CURT,QUEZON CITY,33.0,OWNED,24.0,0.98,1.662,WHOLESALE/RETAIL,LUMPIA WRAPPER
43,MALE,MARRIED,2,PDC,,1,CURT,QUEZON CITY,15.0,OWNED,4.0,2.71,1.84,RETAIL,JUNKSHOP
46,MALE,MARRIED,2,PDC,,1,CURT,QUEZON CITY,17.0,OWNED,9.0,1.15,1.114,WHOLESALE/RETAIL,RTW
37,FEMALE,MARRIED,1,WALK-IN,"12,790.52",3,PDNP,SMB,8.0,RENTED,8.0,1.21,0.8809999999999999,RETAIL,FOOD SERVICES
31,MALE,MARRIED,2,WALK-IN,,3,CURT,QUEZON CITY,4.0,OWNED,2.0,1.12,0.907,WHOLESALE/RETAIL,TOYS/CANDIES/PARTY NEEDS
42,FEMALE,WIDOW,6,PDC,,2,CURT,SMB,25.0,RENTED,1.0,1.44,1.278,RETAIL,FISH VENDOR
46,MALE,MARRIED,4,PDC,,2,CURT,QUEZON CITY,14.0,OWNED,23.0,1.21,1.534,RETAIL,CONDIMENTS
48,FEMALE,SEPARATED,3,WALK-IN,,3,CURT,QUEZON CITY,17.0,OWNED,17.0,0.21,0.442,RETAIL,GENERAL MERCHANDISE
31,MALE,MARRIED,2,WALK-IN,,1,CURT,QUEZON CITY,30.0,OWNED,6.0,1.49,1.5,WHOLESALE/MANUFACTURING,CHICARON/SARI-SARI STORE
26,FEMALE,SINGLE,2,PDC,,1,CURT,QUEZON CITY,22.0,OWNED,22.0,3.86,1.6640000000000001,MANUFACTURING,LUMPIA WRAPPER MAKER
48,FEMALE,MARRIED,5,WALK-IN,,2,CURT,QUEZON CITY,27.0,RENTED,10.0,1.05,1.084,WHOLESALE,CHICHARON
32,FEMALE,SINGLE,3,PDC,,2,CURT,QUEZON CITY,10.0,OWNED,31.0,1.12,1.6340000000000001,RETAIL,GENERAL MERCHANDISE
54,MALE,MARRIED,2,PDC,,4,CURT,QUEZON CITY,28.0,OWNED,11.0,0.57,0.466,RETAIL,COCONUT DEALER/SARI-SARI STORE
23,FEMALE,SINGLE,1,PDC,,1,CURT,QUEZON CITY,2.0,OWNED,11.0,3.42,2.2880000000000003,RETAIL,PHARMACY
50,FEMALE,MARRIED,4,WALK-IN,"29,680.38",1,PDNP,SMB,4.0,OWNED,24.0,1.1,0.804,RETAIL,PUGO DEALER AND CONDIMENTS
53,FEMALE,SINGLE,4,PDC,,4,CURT,QUEZON CITY,30.0,OWNED,30.0,3.9,0.667,SERVICES,JUNKSHOP
36,MALE,SINGLE,1,WALK-IN,"65,981.39",2,PDNP,QUEZON CITY,9.0,OWNED,33.0,1.24,1.2990000000000002,RETAIL,SCHOOL SUPPLIES
47,FEMALE,WIDOW,4,PDC,,2,CURT,QUEZON CITY,23.0,MORTGAGED,4.0,2.1,0.725,RETAIL/SERVICES,SHOE SUPPLIES & REPAIR SHOP
40,FEMALE,SINGLE,4,PDC,"138,121.05",1,PDNP,SMB,17.0,RENTED,6.0,3.05,0.304,RETAIL,MEAT SHOP
39,FEMALE,SINGLE,1,PDC,"94,210.11",1,PDNP,SMB,6.0,OWNED,37.0,1.46,0.622,RETAIL,MEAT SHOP
57,FEMALE,WIDOW,0,PDC,,3,CURT,QUEZON CITY,15.0,OWNED,15.0,3.85,0.722,SERVICES,STALL RENTAL (MINI TALIPAPA)
44,FEMALE,WIDOW,1,PDC,,1,CURT,QUEZON CITY,20.0,RENTED,11.0,2.07,2.283,RETAIL,FRUITS WHOLESALER
45,MALE,SINGLE,3,WALK-IN,,1,CURT,QUEZON CITY,10.0,RENTED,10.0,1.78,0.9359999999999999,RETAIL,FRUITS RETAIL
53,FEMALE,MARRIED,6,PDC,,1,CURT,QUEZON CITY,20.0,OWNED,10.0,2.12,8.0,SERVICES,BAKERY
53,FEMALE,MARRIED,4,PDC,,3,CURT,QUEZON CITY,12.0,OWNED,23.0,0.79,1.0590000000000002,WHOLESALE/RETAIL,SARI SARI STORE
39,FEMALE,SINGLE,4,WALK-IN,,2,CURT,QUEZON CITY,15.0,OWNED,15.0,2.39,0.7140000000000001,RETAIL,FISH VENDOR
34,FEMALE,SINGLE,1,WALK-IN,,1,CURT,QUEZON CITY,10.0,OWNED,6.0,1.12,1.409,RETAIL,RICE/FRUITS AND VEGETABLES RETAILER
50,FEMALE,MARRIED,3,PDC,,2,CURT,QUEZON CITY,21.0,RENTED,6.0,1.15,2.0,RETAIL/WHOLESALE,RICE DEALER
28,MALE,SINGLE,0,PDC,,2,CURT,QUEZON CITY,4.0,RENTED,0.5,1.44,1.6669999999999998,WHOLESALE/RETAIL,RICE DEALER
46,FEMALE,SEPARATED,3,PDC,,1,CURT,QUEZON CITY,6.0,OWNED,20.0,0.6,0.782,WHOLESALE/RETAIL,BALUT/EGG WHOLESALER/RETAILER/GEN.MERCHANDISE
50,FEMALE,MARRIED,2,WALK-IN,,2,CURT,QUEZON CITY,6.0,OWNED,10.0,0.4,0.5670000000000001,RETAIL,RICE RETAILER
38,FEMALE,MARRIED,4,WALK-IN,,3,CURT,QUEZON CITY,12.0,OWNED,8.0,2.65,3.823,RETAIL,GENERAL MERCHANDISE
37,FEMALE,SINGLE,2,WALK-IN,,2,CURT,QUEZON CITY,6.0,OWNED,16.0,0.17,0.127,RETAIL,GENERAL MERCHANDISE
55,FEMALE,SINGLE,1,PDC,"20,603.11",4,PDNP,QUEZON CITY,26.0,OWNED,16.0,6.63,4.072,RETAIL,FROZEN GOODS
